"","Sample_ID","ng_g","Comment","Sender.ID","HairID","Sex","Collar_day","Collar_time","Waypoint.number","Waypoint_day","Waypoint_time","X","Y"
"475","K246B",222.2,"",7014,"G20","w","01/08/2022","03:00:10","K172","01/08/2022","09:12:00",390858.496492075,5421821.89389331
"476","K247A",197.61,"",45425,"G36","w","01/08/2022","03:00:08","K175","01/08/2022","10:58:00",390397.791399914,5422234.61487145
"477","K247B",137.43,"",45425,"G36","w","01/08/2022","03:00:08","K176","01/08/2022","11:15:00",390382.414762675,5422234.91786835
"478","K247C",304.03,"",45425,"G36","f","01/08/2022","01:00:40","K177","01/08/2022","11:35:00",390416.872938655,5422236.46297121
"479","K248A",256.85,"",45416,"G34","w","16/08/2022","01:30:10","K178","16/08/2022","09:14:00",390326.18225277,5422355.01265615
"480","K248B",269.47,"",45417,"G40","w","16/08/2022","01:30:10","K179","16/08/2022","09:35:00",390311.603911844,5422358.63618706
"481","K248C",258.12,"",45416,"G34","w","16/08/2022","01:00:08","K180","16/08/2022","09:54:00",390344.925658445,5422376.88356094
"482","K249A",412.01,"",45415,"G51","w","16/08/2022","02:00:09","K181","16/08/2022","10:42:00",390935.39508634,5423053.61394416
"483","L101B",229.92,"",45431,"G23","w","15/11/2022","04:01:37","L254","15/11/2022","10:30:00",375068.475953153,5436581.98723493
"484","L10A",253.55,"",45416,"G34","f","25/07/2022","02:00:09","L23","25/07/2022","10:09:00",390668.668853737,5422301.56547808
"485","L10C",179.54,"",45416,"G34","f","25/07/2022","01:00:38","L22","25/07/2022","09:25:00",390741.980524824,5422155.56251176
"486","L11B",232.99,"",6440,"G19","f","25/07/2022","03:00:08","L24","25/07/2022","10:31:00",390896.833960727,5422543.95357445
"487","L11C",360.18,"",45425,"G36","f","25/07/2022","03:00:08","L26","25/07/2022","11:03:00",390891.926765408,5422555.17002212
"488","L12A",420.65,"Samples were in vicinity to the samples by 45425",29518,"G14","w","25/07/2022","01:00","L28","25/07/2022","11:16:00",390894.123298366,5422555.12693359
"489","L12B",549.91,"Samples were in vicinity to the samples by 45425",29518,"G14","w","25/07/2022","01:00","L27","25/07/2022","11:07:00",390892.65894306,5422555.15565918
"490","L13C",194.24,"",29500,"G46","w","26/07/2022","05:00:45","L30","26/07/2022","10:26:00",379282.121744563,5430319.57893072
"491","L14A",825.91,"Surface of samples slightly wet, Rain during night",43503,"G50","w","26/07/2022","02:00:38","L31","26/07/2022","11:27:00",380202.257369466,5432582.80298734
"492","L15B",285.14,"",45419,"G35","w","27/07/2022","03:00:09","L33","27/07/2022","09:51:00",390631.853799487,5421583.92473521
"493","L15C",282.04,"",45419,"G35","w","27/07/2022","03:00:09","L34","27/07/2022","10:18:00",390625.328602513,5421587.38906427
"494","L16A",541.45,"",45426,"G33","w","28/07/2022","03:00:39","L37","28/07/2022","10:54:00",391779.832672068,5420680.76496026
"495","L16B",301.84,"",45426,"G33","w","28/07/2022","04:00:08","L36","28/07/2022","10:30:00",391729.941430475,5420677.28731452
"496","L16C",246.18,"",45426,"G33","w","28/07/2022","04:00:08","L35","28/07/2022","10:02:00",391767.616698346,5420655.42631095
"497","L17A",371.8,"",45418,"G39","w","28/07/2022","03:00:13","L39","28/07/2022","12:53:00",392754.089261726,5419489.85578561
"498","L17B",269.04,"",45418,"G39","w","28/07/2022","03:00:13","L38","28/07/2022","12:02:00",392756.543944353,5419503.15250371
"499","L18B",247.09,"",45424,"G25","w","29/07/2022","05:15:37","L40","29/07/2022","09:20:00",376863.130958104,5439864.89667205
"500","L18C",191.01,"",45424,"G25","w","29/07/2022","05:15:37","L41","29/07/2022","09:23:00",376866.731097156,5439862.5922249
"501","L19A",435.51,"",29517,"G24","w","29/07/2022","04:30:08","L42","29/07/2022","10:44:00",376934.91094144,5439874.42084224
"502","L1B",37.97,"",29521,"G22","f","13/07/2022","01:15:09","L2","13/07/2022","10:21:00",380151.424417277,5432463.79313012
"503","L20A",301.62,"",45431,"G23","w","02/08/2022","05:00:10","L47","02/08/2022","09:27:00",376182.767927321,5439485.26696546
"504","L21B",286.68,"",45427,"G38","w","03/08/2022","00:00:10","L49","03/08/2022","09:43:00",390912.158247615,5422055.47706885
"505","L22A",232.04,"",45425,"G36","w","03/08/2022","03:30:09","L50","03/08/2022","10:41:00",390436.253876654,5422365.07567116
"506","L22B",385.65,"",45416,"G34","w","03/08/2022","04:00:40","L51","03/08/2022","11:08:00",390401.680683221,5422469.17481209
"507","L22C",297.36,"",45416,"G34","w","03/08/2022","05:00:18","L52","03/08/2022","11:31:00",390400.457242169,5422481.4311604
"508","L23A",273.52,"",43502,"G37","w","04/08/2022","21:00:10","L54","04/08/2022","10:06:00",390667.988848487,5422788.64369057
"509","L23C",147.57,"",43502,"G37","w","04/08/2022","22:00:38","L55","04/08/2022","10:08:00",390678.621458711,5422770.64235035
"510","L24A",203.23,"",45417,"G40","w","04/08/2022","02:00:09","L56","04/08/2022","10:41:00",390628.59649816,5423057.4153296
"511","L24B",304.25,"",45417,"G40","w","04/08/2022","01:00:40","L57","04/08/2022","11:18:00",390635.360391919,5423066.17847753
"512","L24C",240.15,"",45417,"G40","w","04/08/2022","01:00:40","L58","04/08/2022","11:18:00",390636.136223872,5423068.38726278
"513","L26B",170.97,"",22401,"G31","w","05/08/2022","00:00:10","L64","05/08/2022","11:07:00",382478.326098361,5433298.1034863
"514","L26C",162.58,"",22401,"G31","w","05/08/2022","00:00:10","L62","05/08/2022","10:35:00",382448.104838369,5433286.51120231
"515","L27A",217.8,"",45419,"G35","w","08/08/2022","02:00:09","L65","08/08/2022","09:06:00",390647.308303989,5421624.76564671
"516","L27B",345.95,"",45419,"G35","w","08/08/2022","03:00:09","L66","08/08/2022","09:25:00",390619.415319413,5421621.97789667
"517","L27C",270.56,"",45419,"G35","w","08/08/2022","02:00:09","L67","08/08/2022","09:47:00",390640.673899282,5421622.67201254
"518","L28A",431.31,"",45416,"G34","w","08/08/2022","02:00:13","L68","08/08/2022","10:30:00",390617.435809644,5422229.17939686
"519","L28B",537.32,"",45416,"G34","w","08/08/2022","03:00:38","L69","08/08/2022","10:50:00",390591.589435619,5422218.56750199
"520","L29A",187.15,"",45418,"G39","w","09/08/2022","21:00:40","L72","09/08/2022","09:54:00",392533.559572987,5419796.57285494
"521","L29B",266.87,"",45418,"G39","w","09/08/2022","01:00:40","L71","09/08/2022","09:30:00",392516.94729588,5419809.12560415
"522","L29C",306.74,"",45418,"G39","w","09/08/2022","03:00:12","L73","09/08/2022","10:55:00",392469.864322107,5419913.45114436
"523","L2A",164.36,"found in an humid area (near a stream)",45418,"G39","f","15/07/2022","01:00:09","L3","15/07/2022","09:10:00",393042.580099389,5419324.1782229
"524","L2B",164.55,"",45418,"G39","f","15/07/2022","01:00:09","L4","15/07/2022","10:10:00",393061.862521678,5419336.03980696
"525","L30B",106.82,"really dry",29521,"G22","w","10/08/2022","00:00:39","L74","10/08/2022","11:07:00",378472.415698501,5432126.66466882
"526","L31B",323.4,"",45415,"G51","w","10/08/2022","01:00:39","L75","10/08/2022","11:44:00",377927.037459415,5431901.75983816
"527","L32A",290.67,"",45431,"G23","w","11/08/2022","01:00:39","L78","11/08/2022","10:11:00",376214.825388972,5439808.18787045
"528","L32B",253.32,"",45431,"G23","w","11/08/2022","22:00:40","L77","11/08/2022","09:41:00",376196.577033577,5439808.59624268
"529","L32C",272.04,"",45431,"G23","w","11/08/2022","22:00:40","L76","11/08/2022","09:22:00",376199.247997268,5439797.41487222
"530","L33A",284.27,"",22401,"G31","w","17/08/2022","02:00:08","L79","17/08/2022","09:29:00",382362.931740027,5433165.98710416
"531","L34A",601.85,"pellets were slimy, but could be by a slug",45415,"G51","w","18/08/2022","05:00:38","L83","18/08/2022","11:06:00",379110.62264087,5431345.35095971
"532","L34B",62.5,"found on a wet meadow, rain during the night until approx. 5 am",29500,"G46","w","18/08/2022","04:00:38","L81","18/08/2022","10:05:00",378972.819965492,5431599.69567134
"533","L34C",452.54,"",45416,"G34","w","18/08/2022","04:00:38","L82","18/08/2022","10:28:00",378984.758683594,5431610.55638318
"534","L35A",362.67,"found on a wet meadow, rain during the night until approx. 4 am (LMT)",45419,"G35","w","23/08/2022","03:00:09","L86","23/08/2022","10:13:00",390673.409010596,5421610.90847774
"535","L35B",354.23,"found on a wet meadow, rain during the night until approx. 4 am (LMT)",45419,"G35","w","23/08/2022","03:00:09","L84","23/08/2022","09:39:00",390660.140185293,5421606.72115488
"536","L35C",250.22,"found on a wet meadow, rain during the night until approx. 4 am (LMT) , mistakenly used the same side of the toothpick for both microbiome-samples",45419,"G35","w","23/08/2022","03:00:09","L85","23/08/2022","09:45:00",390661.539255352,5421603.3576043
"537","L36B",0,"found on wet grass, foggy weather, mistakenly used the same side of the toothpick for both microbiome-samples",45424,"G25","w","24/08/2022","05:00:39","L87","24/08/2022","09:40:00",377128.128607845,5440485.14620657
"538","L36C",0,"found on wet grass, foggy weather, mistakenly used the same side of the toothpick for both microbiome-samples",45424,"G25","w","24/08/2022","05:00:39","L89","24/08/2022","10:19:00",377136.576686378,5440503.86513358
"539","L37B",329.14,"found on wet grass, foggy weather, mistakenly used the same side of the toothpick for both microbiome-samples",29517,"G24","w","24/08/2022","02:00:09","L91","24/08/2022","11:00:00",377078.926758311,5440669.74494204
"540","L38A",221.83,"",45418,"G39","w","25/08/2022","02:00:39","L95","25/08/2022","10:30:00",391975.179823233,5420854.89100292
"541","L38B",77.07,"",6194,"G16","w","25/08/2022","03:00:09","L94","25/08/2022","10:08:00",391997.819483813,5420851.11555233
"542","L38C",304.96,"",45418,"G39","w","25/08/2022","03:00:09","L93","25/08/2022","09:39:00",391993.446659067,5420852.3124278
"543","L39C",351.58,"a little dry on the outside, found 12 hours after collar-time",43502,"G37","w","25/08/2022","01:00:12","L96","25/08/2022","12:56:00",390868.279090731,5422283.18941106
"544","L40A",263.55,"",45431,"G23","w","26/08/2022","00:00:39","L97","26/08/2022","08:59:00",375999.474378459,5439681.77597317
"545","L40C",287.21,"found at 34m distance",45431,"G23","w","26/08/2022","02:00:08","L98","26/08/2022","09:53:00",376093.776546432,5439424.97840982
"546","L41B",277.44,"",45415,"G51","w","29/08/2022","04:00:14","L99","29/08/2022","09:22:00",378882.349815142,5431844.11347641
"547","L41C",479.56,"",45415,"G51","w","29/08/2022","04:00:14","L100","29/08/2022","09:54:00",378877.087296488,5431837.55566986
"548","L42B",377.52,"",43503,"G50","w","29/08/2022","01:00:30","L103","29/08/2022","11:18:00",380001.74695331,5432609.38132705
"549","L43B",468.18,"",45424,"G25","w","29/08/2022","04:02:30","L105","29/08/2022","12:38:00",374335.319311404,5435863.43399692
"550","L43C",188.2,"",43500,"G26-2","w","29/08/2022","03:00:54","L104","29/08/2022","12:11:00",374300.130028684,5435826.41881949
"551","L44A",365.63,"",45426,"G33","w","30/08/2022","03:15:12","L106","30/08/2022","10:20:00",391438.134035033,5421005.45536602
"552","L44B",426.76,"",45426,"G33","w","30/08/2022","02:30:09","L107","30/08/2022","10:46:00",391421.224213466,5421002.44924991
"553","L45C",478.16,"",45417,"G40","w","30/08/2022","01:00:10","L108","30/08/2022","11:58:00",391974.437649218,5421194.06797487
"554","L46A",356.61,"",45427,"G38","w","31/08/2022","03:00:38","L111","31/08/2022","10:53:00",390682.647180936,5422230.12149392
"555","L46B",140.39,"",29518,"G14","w","31/08/2022","02:30:09","L110","31/08/2022","10:36:00",390732.045162303,5422209.13457951
"556","L46C",250.77,"",43502,"G37","w","31/08/2022","02:30:09","L109","31/08/2022","10:12:00",390741.454900638,5422203.38965296
"557","L47A",286.11,"",22401,"G31","w","01/09/2022","04:00:09","L112","01/09/2022","09:59:00",382648.678807244,5433678.16830295
"558","L47B",252.27,"",22401,"G31","w","01/09/2022","00:00:37","L113","01/09/2022","10:49:00",382627.321907878,5433705.31090308
"559","L48B",126.64,"",29517,"G24","w","02/09/2022","05:00:38","L114","02/09/2022","10:04:00",377172.080212622,5440228.37475919
"560","L48C",263.3,"",45424,"G25","w","02/09/2022","05:00:38","L115","02/09/2022","10:31:00",377162.010063536,5440235.27131135
"561","L49A",284.04,"",45415,"G51","w","05/09/2022","02:00:38","L117","05/09/2022","09:25:00",378758.767740175,5431811.22586788
"562","L49C",327.51,"",45415,"G51","w","05/09/2022","02:00:38","L119","05/09/2022","10:09:00",378756.599091771,5431812.38540303
"563","L4A",383.9,"",29517,"G24","f","18/07/2022","05:00:40","L6","18/07/2022","10:36:00",376817.142812611,5439472.21792935
"564","L4B",501.1,"",29517,"G24","f","18/07/2022","05:00:40","L7","18/07/2022","10:55:00",376818.652267718,5439474.40862839
"565","L51A",291.24,"",6440,"G19","w","06/09/2022","02:00:39","L123","06/09/2022","10:25:00",390701.52164674,5422184.15780466
"566","L51B",379.26,"",45419,"G35","w","06/09/2022","02:00:39","L124","06/09/2022","10:41:00",390709.794539734,5422195.1154514
"567","L51C",305.05,"",6440,"G19","w","06/09/2022","00:00:08","L122","06/09/2022","09:42:00",390735.390449848,5422155.69195316
"568","L52B",371.93,"",45416,"G34","w","06/09/2022","00:00:38","L126","06/09/2022","11:25:00",390616.867578463,5422274.78339062
"569","L52C",350.22,"",6440,"G19","w","06/09/2022","00:00:38","L127","06/09/2022","11:41:00",390604.190522235,5422300.60915669
"570","L53A",344.51,"",45431,"G23","w","07/09/2022","00:00:09","L130","07/09/2022","10:00:00",374953.958408386,5439695.30049879
"571","L54A",417.25,"",29517,"G24","w","07/09/2022","02:45:10","L133","07/09/2022","11:53:00",377025.678729492,5440475.18955015
"572","L55B",330.36,"",43503,"G50","w","09/09/2022","01:00:10","L134","09/09/2022","08:46:00",379700.240397326,5432598.1211745
"573","L55C",380.49,"found at 35 m",43503,"G50","w","09/09/2022","00:00:11","L135","09/09/2022","09:15:00",379713.678202606,5432644.53860515
"574","L57A",505.45,"",45418,"G39","w","12/09/2022","00:00:09","L140","12/09/2022","10:36:00",392432.940949058,5420619.17497633
"575","L57B",384.61,"",45418,"G39","w","12/09/2022","03:00:16","L139","12/09/2022","10:08:00",392445.995787393,5420612.25064167
"576","L57C",438.99,"",45418,"G39","w","12/09/2022","01:00:40","L141","12/09/2022","10:54:00",392428.739742854,5420629.26421984
"577","L58A",227.37,"",43502,"G37","w","12/09/2022","00:00:38","L142","12/09/2022","11:33:00",392343.669231545,5420663.15732937
"578","L58B",352.77,"",43502,"G37","w","12/09/2022","01:00:11","L143","12/09/2022","12:37:00",391979.192059211,5421023.83836945
"579","L59B",247.96,"",45424,"G25","w","21/09/2022","00:00:39","L144","21/09/2022","09:24:00",376612.656560462,5439898.28185518
"580","L60A",397.07,"",45416,"G34","w","22/09/2022","00:00:08","L146","22/09/2022","09:33:00",390678.266796808,5422044.50034739
"581","L60B",439.68,"",6440,"G19","w","22/09/2022","00:00:08","L147","22/09/2022","09:50:00",390663.818522442,5422054.79247789
"582","L60C",260.68,"",6440,"G19","w","22/09/2022","00:00:08","L148","22/09/2022","10:06:00",390683.545421896,5422052.18074825
"583","L61A",264.62,"",45425,"G36","w","22/09/2022","00:00:20","L151","22/09/2022","11:20:00",390582.862024821,5422705.80420089
"584","L61B",363.45,"",45425,"G36","w","22/09/2022","01:00:39","L149","22/09/2022","10:38:00",390631.075187096,5422699.29579403
"585","L61C",429.17,"",29518,"G14","w","22/09/2022","01:00:39","L150","22/09/2022","10:59:00",390616.57389606,5422669.55641301
"586","L62B",706.24,"",29521,"G22","w","23/09/2022","02:00:10","L153","23/09/2022","09:43:00",380056.239524151,5431950.94205172
"587","L63A",457.56,"",45415,"G51","w","23/09/2022","02:45:10","L155","23/09/2022","10:42:00",378979.299913274,5431863.12729679
"588","L63B",386.98,"",45415,"G51","w","23/09/2022","02:30:36","L156","23/09/2022","11:04:00",379002.303102564,5431844.8314009
"589","L63C",422.63,"",45415,"G51","w","23/09/2022","01:00:38","L157","23/09/2022","11:23:00",378991.560053239,5431821.71122982
"590","L64A",407.32,"",45419,"G35","w","29/09/2022","02:00:10","L159","29/09/2022","10:31:00",390943.451625894,5423688.41928176
"591","L65A",505.81,"",45417,"G40","w","29/09/2022","05:00:09","L160","29/09/2022","11:55:00",391319.893722485,5422078.63271212
"592","L67A",406.81,"",45431,"G23","w","04/10/2022","03:00:37","L166","04/10/2022","10:32:00",374647.844458384,5436271.18952821
"593","L67B",338.28,"",45431,"G23","w","04/10/2022","01:00:38","L164","04/10/2022","10:05:00",374620.063925819,5436270.70623826
"594","L68A",167.98,"",45418,"G39","w","05/10/2022","01:00:39","L169","05/10/2022","10:14:00",391972.575176869,5420909.42996362
"595","L68B",146.87,"",45418,"G39","w","05/10/2022","03:00:38","L167","05/10/2022","09:37:00",392018.349205246,5420889.63743248
"596","L68C",263.92,"",6194,"G16","w","05/10/2022","03:00:38","L168","05/10/2022","09:54:00",391999.694169648,5420872.20732032
"597","L6B",220.16,"",45416,"G34","f","19/07/2022","01:30:38","L10","19/07/2022","11:40:00",390840.090784668,5422377.15208272
"598","L6C",286.08,"",45416,"G34","f","19/07/2022","01:30:38","L12","19/07/2022","12:04:00",390824.736377837,5422378.5654533
"599","L70B",319.4,"",43502,"G37","w","06/10/2022","01:00:10","L175","06/10/2022","11:49:00",390927.799655204,5422628.9716657
"600","L70C",247.61,"",43502,"G37","w","06/10/2022","00:00:09","L174","06/10/2022","11:31:00",390903.790744267,5422637.22668315
"601","L72B",389.95,"",45415,"G51","w","07/10/2022","05:00:10","L180","07/10/2022","09:04:00",379176.65262039,5431757.62109349
"602","L73C",386.34,"",45419,"G35","w","10/10/2022","00:00:11","L182","10/10/2022","09:25:00",390870.952934406,5422120.78230148
"603","L75A",376.14,"",29517,"G24","w","12/10/2022","03:00:39","L188","12/10/2022","09:05:00",377169.376407762,5440369.67820919
"604","L78B",280.93,"",43500,"G26-2","w","13/10/2022","01:00:10","L206","13/10/2022","09:44:00",374287.762602302,5435828.92383749
"605","L78C",93.71,"",45431,"G23","w","13/10/2022","03:00:09","L205","13/10/2022","09:11:00",374211.011815809,5435796.18915784
"606","L79B",340.99,"",45426,"G33","w","17/10/2022","03:30:10","L200","17/10/2022","12:18:00",391644.777091384,5418070.17507177
"607","L7A",300.1,"",45419,"G35","f","20/07/2022","02:00:12","L15","20/07/2022","10:20:00",390985.016094698,5421661.50689329
"608","L7B",234.58,"",45419,"G35","f","20/07/2022","03:00:40","L13","20/07/2022","09:24:00",390970.34005455,5421622.87390793
"609","L7C",204.37,"",45419,"G35","f","20/07/2022","03:00:40","L14","20/07/2022","09:48:00",390993.433388128,5421642.43768989
"610","L82A",140.39,"",29521,"G22","w","18/10/2022","04:00:08","L202","18/10/2022","09:45:00",378536.302461092,5431971.79147195
"611","L82C",38.64,"",22401,"G31","w","18/10/2022","04:00:08","L203","18/10/2022","10:15:00",378543.465426873,5431998.32561747
"612","L84B",84.94,"",43502,"G37","w","19/10/2022","00:01:04","L210","19/10/2022","10:23:00",391799.744763413,5421440.99240371
"613","L85A",383.32,"",43500,"G26-2","w","20/10/2022","03:00:16","L215","20/10/2022","09:47:00",374351.338973001,5435860.84622929
"614","L86A",248.59,"",45416,"G34","w","25/10/2022","00:15:00","L217","25/10/2022","11:16:00",391833.121871224,5421311.35026369
"615","L8A",356.55,"",43503,"G50","f","21/07/2022","02:46:08","L18","21/07/2022","10:05:00",379958.703867259,5432681.48855342
"616","L8B",527.33,"",43503,"G50","f","21/07/2022","04:00:32","L16","21/07/2022","09:06:00",379913.098212053,5432871.53611638
"617","L8C",443.89,"",43503,"G50","f","21/07/2022","02:46:08","L17","21/07/2022","09:48:00",379934.585287251,5432682.01080638
"618","L90A",283.53,"",43502,"G37","w","02/11/2022","02:00:10","L226","02/11/2022","10:09:00",390175.984690888,5421982.11243335
"619","L91B",206.31,"",29518,"G14","w","02/11/2022","02:00:09","L227","02/11/2022","10:50:00",391018.410910072,5422505.98549969
"620","L92B",48.18,"",45419,"G35","w","02/11/2022","00:00:09","L231","02/11/2022","13:04:00",391015.203000359,5420472.17140282
"621","L92C",358.86,"",45419,"G35","w","02/11/2022","00:00:09","L232","02/11/2022","13:15:00",391050.841755196,5421581.2643357
"622","L93C",391.53,"",45416,"G34","w","03/11/2022","02:00:17","L234","03/11/2022","09:12:00",391694.084342866,5418004.71980099
"623","L94A",316.31,"",45416,"G34","w","03/11/2022","02:00:09","L236","03/11/2022","10:35:00",394112.414761372,5417735.82396396
"624","L94C",254.69,"",45416,"G34","w","03/11/2022","02:00:09","L237","03/11/2022","11:15:00",394190.867201368,5417736.55719811
"625","L95A",33.17,"",43499,"G32","w","08/11/2022","00:00:09","L239","08/11/2022","10:36:00",378006.107487728,5430941.3643966
"626","L96C",198.31,"",43503,"G50","w","08/11/2022","01:00:00","L242","08/11/2022","12:45:00",380148.51279751,5432667.37314134
"627","L97A",382.45,"",43500,"G26-2","w","09/11/2022","00:00:39","L244","09/11/2022","11:22:00",374864.038743429,5436783.45634907
"628","L98B",311.13,"",45425,"G36","w","11/11/2022","01:00:09","L246","11/11/2022","10:29:00",390455.58554134,5422342.45449261
"629","L99A",395.81,"",45419,"G35","w","11/11/2022","03:00:08","L249","11/11/2022","12:01:00",390778.261741527,5421541.01601276
"630","L99B",361.49,"",45419,"G35","w","11/11/2022","02:00:39","L248","11/11/2022","11:53:00",390754.270077213,5421550.38318524
"631","L9A",438.02,"",45415,"G51","f","22/07/2022","00:00:21","L19","22/07/2022","10:52:00",378939.45727308,5431646.02082693
"632","L9B",381.06,"",45415,"G51","f","22/07/2022","00:00:21","L20","22/07/2022","11:16:00",378940.066959311,5431640.44690573
"633","N003A",402.78,"",43502,"G37","f","14/04/2021","04:00:22","N005","14/04/2021","10:20:37",393239.970119751,5420162.50542679
"634","N003B",216.04,"",43502,"G37","f","14/04/2021","06:00:39","N503","14/04/2021","12:09:55",392783.402174588,5420387.67672371
"635","N005A",327.97,"",29513,"G09","f","22/04/2021","04:00:42","N505","22/04/2021","08:44:27",385299.115480693,5420989.93654134
"636","N006B",275.76,"",9372,"G06","f","27/04/2021","03:00:12","N507","27/04/2021","09:13:46",384855.188302789,5423369.12795928
"637","N006C",324.87,"",9372,"G06","f","27/04/2021","06:00:10","N509","27/04/2021","09:56:15",384872.407369065,5423380.11446562
"638","N008A",238.05,"",43502,"G37","f","28/04/2021","03:00:38","N515","28/04/2021","11:38:34",395252.055630545,5418656.4589431
"639","N008B",405.39,"",6194,"G16","f","28/04/2021","06:00:39","N512","28/04/2021","09:40:18",394138.138033369,5419096.63195779
"640","N009B",345.46,"",6194,"G16","f","28/04/2021","03:00:30","N514","28/04/2021","11:23:26",395228.364680728,5418667.24605046
"641","N011A",250.4,"",45416,"G34","f","03/05/2021","04:00:39","N516","03/05/2021","10:46:05",392792.253105062,5417596.61097194
"642","N011B",219.95,"",45416,"G34","f","03/05/2021","02:00:08","N517","03/05/2021","11:28:04",392876.311946985,5417572.30917961
"643","N012A",434.5,"",45419,"G35","f","04/05/2021","03:00:09","N518","04/05/2021","10:08:46",392159.343793611,5419533.37009658
"644","N014A",365.08,"",6194,"G16","f","06/05/2021","02:00:31","N521","06/05/2021","08:58:01",395003.309311195,5417821.26267486
"645","N015A",491.95,"",6440,"G19","f","06/05/2021","04:00:36","N522","06/05/2021","09:37:36",394936.435409127,5417929.05155571
"646","N016B",104.72,"",7014,"G20","f","06/05/2021","05:00:10","N524","06/05/2021","11:20:29",394764.579688026,5417927.40304471
"647","N017A",300.97,"",29518,"G14","f","10/05/2021","02:01:08","N526","10/05/2021","10:14:22",394669.365569939,5418687.46547854
"648","N019A",390.46,"",45427,"G38","f","11/05/2021","07:00:15","N529","11/05/2021","09:57:05",392022.337238081,5418057.28286476
"649","N020A",133.6,"",43502,"G37","f","19/05/2021","03:00:38","N530","19/05/2021","08:57:25",394460.32117054,5418652.17024564
"650","N020B",147.49,"",2925,"G17","f","19/05/2021","07:00:10","N531","19/05/2021","10:42:07",393674.950018778,5419300.05644088
"651","N021A",187.79,"",29518,"G14","f","19/05/2021","03:00:38","N532","19/05/2021","12:16:27",394872.853703246,5418591.65917905
"652","N021B",203.44,"",29518,"G14","f","19/05/2021","02:00:09","N533","19/05/2021","12:49:04",395296.99569961,5418606.35302055
"653","N022B",145.53,"",45416,"G34","f","21/05/2021","04:00:40","N535","21/05/2021","09:38:08",390860.467847002,5419602.27241567
"654","N023A",282.93,"",45419,"G35","f","21/05/2021","04:00:09","N536","21/05/2021","11:29:50",391225.913937563,5421250.68420078
"655","N028A",213.46,"",43502,"G37","f","28/05/2021","04:00:42","N545","28/05/2021","08:50:50",392821.498092578,5419481.55207374
"656","N028B",274.86,"",43502,"G37","f","28/05/2021","04:00:42","N546","28/05/2021","09:50:09",392821.16654214,5419479.55685688
"657","N029A",156.46,"",43502,"G37","f","28/05/2021","03:00:38","N547","28/05/2021","10:24:50",392827.895063169,5419482.65212766
"658","N032A",249.31,"",6194,"G16","f","01/06/2021","03:01:24","N551","01/06/2021","11:17:12",392001.544100826,5421005.27878378
"659","N033A",349.59,"",45416,"G34","f","02/06/2021","02:00:39","N552","02/06/2021","08:32:45",391436.974142597,5420731.92309684
"660","N033B",217.18,"",45416,"G34","f","02/06/2021","03:00:38","N553","02/06/2021","09:06:38",391427.667933747,5421122.42084157
"661","N034A",216.1,"",45418,"G39","f","02/06/2021","06:01:00","N554","02/06/2021","11:05:17",392326.081215261,5420568.30993419
"662","N036A",268.59,"",43502,"G37","f","03/06/2021","02:00:48","N558","03/06/2021","12:09:55",390488.156387903,5422240.73043517
"663","N037B",439.04,"",9372,"G06","f","04/06/2021","02:00:42","116","04/06/2021","09:44:40",384888.20807502,5423411.03630626
"664","N040A",270.16,"",6195,"G07","f","08/06/2021","00:00:34","121","08/06/2021","10:29:47",383070.614818218,5422553.9625535
"665","N040B",300.84,"",8914,"G02","f","08/06/2021","02:00:20","122","08/06/2021","11:16:03",383081.064132834,5422573.64901954
"666","N042A",183.6,"",45416,"G34","f","08/06/2021","00:15:08","N561","08/06/2021","11:01:20",391586.559187593,5420831.8680468
"667","N042B",121.33,"",45416,"G34","f","08/06/2021","00:00:38","N562","08/06/2021","11:34:53",391627.152360109,5420839.5286657
"668","N045A",315.77,"",29505,"G10","f","09/06/2021","00:00:38","N563","09/06/2021","08:49:19",381707.158389692,5420978.72488908
"669","N048A",501.48,"",45418,"G39","f","14/06/2021","02:00:09","N567","14/06/2021","09:13:00",391824.225214795,5420627.52628354
"670","N048B",628.7,"",45418,"G39","f","14/06/2021","04:00:10","N568","14/06/2021","10:07:50",392106.473099643,5420571.33978447
"671","N050A",735.13,"",45418,"G39","f","11/06/2021","01:00:40","N566","11/06/2021","08:50:29",392386.674908023,5419973.2165243
"672","N052A",268.79,"",45419,"G35","f","14/06/2021","00:00:40","130","14/06/2021","12:20:22",391142.104905454,5420947.52008952
"673","N053A",413.12,"",45419,"G35","f","16/06/2021","01:15:38","N571","16/06/2021","08:49:35",391413.621400674,5420687.89823553
"674","N053B",390.17,"",45426,"G33","f","16/06/2021","02:00:07","N574","16/06/2021","10:45:03",391322.407309601,5420722.03826346
"675","N054A",388.66,"",45419,"G35","f","16/06/2021","01:45:10","N572","16/06/2021","09:28:05",391400.562323036,5420717.06535763
"676","N054B",361.45,"",45426,"G33","f","16/06/2021","01:30:09","N573","16/06/2021","10:12:39",391360.192501354,5420713.40523367
"677","N055A",764.64,"",29509,"G11","f","16/06/2021","02:30:11","563","16/06/2021","09:35:00",369601.219854047,5379243.19562565
"678","N056A",97.82,"",29515,"G26","f","15/06/2021","01:00:39","131","15/06/2021","08:54:05",375386.768414614,5431359.58871058
"679","N056B",195.86,"",22399,"G28","f","15/06/2021","00:00:10","133","15/06/2021","09:53:27",375291.529502102,5431287.65999322
